order_id,customer_id,product_id,order_date,quantity,price,region,status
O101767,C00989,P004,2023-11-15,1,15.08,South,PLACED
O101768,C00021,P001,2023-03-28,1,20.34,East,RETURNED
O101769,C02351,P001,2023-02-10,1,18.91,North,PLACED
O101770,C00869,P004,2023-07-05,1,13.37,North,SHIPPED
O101771,C00084,P002,2023-12-20,1,29.38,Central,PLACED
O101772,C01683,P004,2023-12-01,1,13.8,West,PLACED
O101773,C01977,P004,2023-09-23,1,14.67,North,PLACED
O101774,C01411,P004,2023-09-28,1,14.72,West,PLACED
O101775,C01531,P002,2023-02-11,1,29.89,East,PLACED
O101776,C00570,P002,2023-04-03,1,30.54,South,SHIPPED
O101777,C00934,P003,2023-07-04,1,11.17,East,RETURNED
O101778,C01981,P004,2023-08-03,1,16.0,South,PLACED
O101779,C01856,P001,2023-01-17,1,20.89,Central,PLACED
O101780,C00793,P005,2023-09-22,1,49.66,Central,PLACED
O101781,C00792,P002,2023-04-24,1,28.54,East,PLACED
O101782,C01810,P004,2023-10-19,1,14.7,West,SHIPPED
O101783,C01295,P005,2023-10-19,1,46.28,West,SHIPPED
O101784,C02540,P001,2023-02-17,2,19.61,North,PLACED
O101785,C02256,P003,2023-11-03,1,10.05,West,RETURNED
O101786,C01608,P002,2023-04-07,3,32.4,West,SHIPPED
O101787,C01084,P002,2023-04-05,2,27.82,Central,PLACED
O101788,C02478,P002,2023-11-22,1,29.93,Central,SHIPPED
O101789,C00985,P001,2023-03-15,3,18.86,West,SHIPPED
O101790,C01681,P003,2023-12-02,1,9.5,West,PLACED
O101791,C00520,P005,2023-03-09,1,52.53,West,PLACED
O101792,C00591,P003,2023-09-03,1,9.9,Central,SHIPPED
O101793,C01051,P005,2023-03-18,1,49.31,East,PLACED
O101794,C01710,P004,2023-07-27,1,14.13,East,SHIPPED
O101795,C02036,P002,2023-09-11,1,28.13,North,SHIPPED
O101796,C02247,P003,2023-08-09,1,9.14,Central,SHIPPED
O101797,C02435,P002,2023-09-19,1,30.4,North,PLACED
O101798,C00349,P003,2023-11-27,1,10.74,North,CANCELLED
O101799,C00960,P004,2023-12-10,1,14.86,Central,PLACED
O101800,C01964,P003,2023-09-16,1,9.37,Central,PLACED
O101801,C00693,P002,2023-11-04,1,29.86,South,PLACED
O101802,C01560,P001,2023-03-15,3,18.93,South,PLACED
O101803,C00378,P002,2023-05-05,3,28.35,East,PLACED
O101804,C02947,P005,2023-07-07,1,49.6,North,SHIPPED
O101805,C02964,P002,2023-09-11,1,28.14,Central,PLACED
O101806,C00527,P004,2023-11-17,1,13.97,East,CANCELLED
O101807,C02782,P002,2023-11-04,1,29.66,South,SHIPPED
O101808,C02254,P002,2023-08-23,1,29.99,Central,PLACED
O101809,C02503,P003,2023-09-07,1,10.0,East,PLACED
O101810,C01260,P005,2023-11-28,1,47.11,North,PLACED
O101811,C01876,P003,2023-12-11,2,9.45,Central,PLACED
O101812,C01764,P005,2023-03-13,1,49.49,South,SHIPPED
O101813,C00521,P005,2023-08-23,1,52.15,South,SHIPPED
O101814,C01702,P004,2023-11-20,1,13.81,Central,PLACED
O101815,C01017,P003,2023-06-05,1,10.65,South,SHIPPED
O101816,C02774,P004,2023-04-25,1,14.64,North,PLACED
O101817,C01014,P001,2023-11-09,1,21.09,North,PLACED
O101818,C02549,P002,2023-08-16,2,27.8,Central,PLACED
O101819,C00117,P002,2023-11-18,1,30.75,North,PLACED
O101820,C02434,P005,2023-12-12,1,47.76,West,PLACED
O101821,C01368,P001,2023-09-02,1,20.37,East,PLACED
O101822,C00584,P005,2023-11-02,1,47.38,South,PLACED
O101823,C00395,P002,2023-01-14,1,28.93,East,SHIPPED
O101824,C01088,P002,2023-01-16,1,31.33,East,PLACED
O101825,C02769,P001,2023-02-11,1,19.96,North,SHIPPED
O101826,C00072,P002,2023-04-20,1,29.76,Central,RETURNED
O101827,C00274,P002,2023-10-05,1,30.79,North,PLACED
O101828,C02014,P005,2023-11-20,1,50.53,East,PLACED
O101829,C01344,P001,2023-01-19,1,18.96,East,PLACED
O101830,C00338,P004,2023-03-07,1,15.28,Central,SHIPPED
O101831,C01390,P001,2023-06-16,1,18.78,East,PLACED
O101832,C00607,P003,2023-03-14,1,9.56,East,RETURNED
O101833,C00166,P002,2023-11-06,1,26.64,South,PLACED
O101834,C01568,P004,2023-04-22,1,16.59,West,PLACED
O101835,C02059,P003,2023-10-01,1,9.99,South,PLACED
O101836,C01325,P005,2023-03-26,1,49.0,Central,RETURNED
O101837,C00729,P003,2023-05-19,1,10.41,South,PLACED
O101838,C02849,P005,2023-02-08,1,51.62,South,PLACED
O101839,C02044,P004,2023-04-15,1,15.62,East,PLACED
O101840,C00102,P003,2023-11-20,1,9.76,South,PLACED
O101841,C01416,P002,2023-10-08,1,25.97,North,PLACED
O101842,C00779,P005,2023-05-03,1,50.12,West,SHIPPED
O101843,C00214,P005,2023-08-06,1,47.89,North,PLACED
O101844,C01112,P002,2023-03-02,1,29.03,Central,PLACED
O101845,C01577,P003,2023-04-10,1,9.86,Central,PLACED
O101846,C02449,P002,2023-11-03,1,27.81,Central,PLACED
O101847,C02636,P001,2023-12-20,1,18.93,West,PLACED
O101848,C02937,P002,2023-07-23,1,28.73,East,PLACED
O101849,C01696,P001,2023-09-15,1,18.05,South,PLACED
O101850,C00592,P003,2023-01-05,1,9.86,East,PLACED
O101851,C01334,P002,2023-07-16,2,30.9,North,PLACED
O101852,C01110,P003,2023-06-29,2,10.24,West,PLACED
O101853,C02140,P001,2023-12-08,3,18.52,East,PLACED
O101854,C02721,P002,2023-05-13,1,27.95,South,PLACED
O101855,C00714,P001,2023-11-20,1,20.32,East,PLACED
O101856,C00936,P003,2023-09-10,1,9.93,North,SHIPPED
O101857,C01952,P001,2023-09-22,1,20.92,North,PLACED
O101858,C00242,P004,2023-04-03,1,16.27,West,SHIPPED
O101859,C02044,P004,2023-05-30,1,15.92,South,PLACED
O101860,C00002,P004,2023-05-18,1,15.03,West,PLACED
O101861,C02273,P004,2023-07-27,1,16.25,East,PLACED
O101862,C02849,P005,2023-05-05,2,48.77,West,RETURNED
O101863,C01769,P001,2023-08-22,1,20.02,West,PLACED
O101864,C01950,P005,2023-03-02,1,52.0,South,PLACED
O101865,C02637,P002,2023-11-03,2,28.27,West,PLACED
O101866,C02164,P001,2023-09-23,1,20.96,North,PLACED
O101867,C00918,P003,2023-05-14,1,9.96,North,PLACED
O101868,C02242,P003,2023-11-14,3,10.06,East,PLACED
O101869,C02919,P001,2023-04-23,2,18.63,North,SHIPPED
O101870,C00090,P003,2023-07-10,2,9.96,South,PLACED
O101871,C01710,P004,2023-07-06,1,14.89,South,SHIPPED
O101872,C02170,P001,2023-11-15,1,21.47,Central,PLACED
O101873,C00143,P001,2023-03-30,1,19.85,East,PLACED
O101874,C00106,P005,2023-07-06,1,49.62,Central,SHIPPED
O101875,C00887,P004,2023-11-03,1,15.34,North,PLACED
O101876,C00428,P004,2023-05-12,1,14.68,South,PLACED
O101877,C01329,P005,2023-12-26,1,49.12,West,PLACED
O101878,C01896,P002,2023-05-03,1,30.36,North,PLACED
O101879,C01995,P001,2023-02-17,3,19.05,East,CANCELLED
O101880,C00317,P002,2023-10-15,1,29.0,South,PLACED
O101881,C01987,P004,2023-06-28,2,15.25,Central,PLACED
O101882,C00635,P005,2023-06-29,1,50.9,East,PLACED
O101883,C01926,P003,2023-04-09,1,10.51,East,PLACED
O101884,C02057,P002,2023-11-26,1,30.96,North,SHIPPED
O101885,C02822,P001,2023-02-03,1,19.97,West,PLACED
O101886,C02271,P005,2023-03-11,1,49.72,Central,SHIPPED
O101887,C01440,P004,2023-06-20,1,15.13,South,PLACED
O101888,C00553,P001,2023-09-29,3,20.12,East,PLACED
O101889,C00716,P001,2023-02-28,2,19.61,West,SHIPPED
O101890,C01288,P001,2023-06-30,2,19.77,East,PLACED
O101891,C01714,P005,2023-01-19,1,49.52,West,PLACED
O101892,C01884,P002,2023-08-14,1,30.65,North,SHIPPED
O101893,C01108,P001,2023-04-05,3,19.34,South,PLACED
O101894,C01342,P002,2023-10-24,1,29.24,East,PLACED
O101895,C00111,P001,2023-03-22,5,19.51,West,PLACED
O101896,C00251,P001,2023-06-24,1,19.76,East,PLACED
O101897,C02431,P004,2023-08-10,1,14.67,West,PLACED
O101898,C02055,P004,2023-04-13,1,15.32,East,PLACED
O101899,C00459,P001,2023-02-23,1,18.87,Central,CANCELLED
O101900,C01108,P004,2023-07-02,1,15.69,South,PLACED
O101901,C00208,P003,2023-12-17,2,10.1,West,CANCELLED
O101902,C00900,P003,2023-11-14,1,10.41,South,CANCELLED
O101903,C00022,P004,2023-12-21,1,14.53,North,PLACED
O101904,C00410,P003,2023-12-15,1,9.15,West,RETURNED
O101905,C00895,P004,2023-11-17,1,15.41,East,PLACED
O101906,C00515,P002,2023-03-09,1,32.24,East,PLACED
O101907,C00809,P005,2023-01-28,1,47.62,North,PLACED
O101908,C00874,P002,2023-10-01,1,28.87,North,PLACED
O101909,C00014,P001,2023-10-09,1,20.4,East,PLACED
O101910,C00971,P005,2023-12-26,1,51.39,West,PLACED
O101911,C02135,P005,2023-11-07,1,47.66,South,PLACED
O101912,C02957,P005,2023-04-29,5,45.78,North,PLACED
O101913,C01561,P004,2023-05-14,3,15.27,Central,PLACED
O101914,C01325,P004,2023-05-09,1,15.22,Central,PLACED
O101915,C01267,P004,2023-01-08,1,15.77,Central,CANCELLED
O101916,C02170,P002,2023-02-20,3,29.77,West,PLACED
O101917,C00750,P003,2023-12-07,1,9.85,North,SHIPPED
O101918,C00685,P004,2023-10-08,1,15.56,North,SHIPPED
O101919,C01928,P005,2023-06-24,3,52.9,Central,PLACED
O101920,C02357,P005,2023-07-02,1,52.47,Central,PLACED
O101921,C00695,P005,2023-07-11,2,51.47,South,PLACED
O101922,C02336,P001,2023-09-06,1,19.37,West,RETURNED
O101923,C00307,P002,2023-08-23,1,30.04,South,SHIPPED
O101924,C01990,P002,2023-03-24,1,30.05,South,SHIPPED
O101925,C02962,P002,2023-04-03,1,28.53,North,PLACED
O101926,C00662,P004,2023-11-08,1,15.5,North,PLACED
O101927,C00549,P004,2023-09-25,1,14.12,South,PLACED
O101928,C00312,P002,2023-04-30,1,29.53,Central,PLACED
O101929,C02921,P003,2023-03-12,1,10.27,East,CANCELLED
O101930,C01083,P001,2023-01-17,1,19.21,North,PLACED
O101931,C02972,P004,2023-09-10,1,14.75,Central,PLACED
O101932,C01738,P004,2023-05-02,1,15.08,Central,PLACED
O101933,C00755,P003,2023-01-10,1,11.04,East,PLACED
O101934,C00035,P005,2023-10-14,1,47.64,West,PLACED
O101935,C00445,P001,2023-11-12,1,20.69,Central,PLACED
O101936,C02141,P005,2023-11-22,1,52.98,Central,PLACED
O101937,C01983,P004,2023-09-30,1,15.01,North,SHIPPED
O101938,C01231,P004,2023-11-02,1,15.94,South,SHIPPED
O101939,C00353,P002,2023-10-20,5,31.19,Central,SHIPPED
O101940,C00903,P005,2023-07-29,1,51.54,Central,PLACED
O101941,C01356,P001,2023-08-06,1,19.09,North,PLACED
O101942,C02910,P005,2023-08-29,3,53.15,North,PLACED
O101943,C01749,P003,2023-07-19,1,9.51,Central,PLACED
O101944,C00159,P003,2023-08-04,1,10.51,West,PLACED
O101945,C01978,P003,2023-07-24,1,9.44,West,PLACED
O101946,C00957,P004,2023-08-04,1,15.54,Central,RETURNED
O101947,C02072,P005,2023-03-21,1,46.06,West,PLACED
O101948,C00404,P001,2023-09-24,1,19.11,South,PLACED
O101949,C02853,P003,2023-02-04,3,9.28,West,CANCELLED
O101950,C00516,P002,2023-10-16,1,29.29,Central,PLACED
O101951,C02780,P005,2023-01-18,1,50.28,West,CANCELLED
O101952,C01388,P001,2023-06-14,2,19.91,West,PLACED
O101953,C02580,P003,2023-01-13,1,11.13,South,SHIPPED
O101954,C00956,P001,2023-07-21,1,21.23,West,RETURNED
O101955,C02200,P003,2023-08-17,1,10.13,East,PLACED
O101956,C01713,P001,2023-12-12,1,19.3,East,SHIPPED
O101957,C02995,P003,2023-01-01,3,9.94,East,PLACED
O101958,C00608,P003,2023-11-15,1,9.87,West,PLACED
O101959,C02468,P001,2023-08-05,1,20.87,South,PLACED
O101960,C01274,P002,2023-02-03,3,29.14,East,PLACED
O101961,C02914,P004,2023-12-25,3,14.2,East,PLACED
O101962,C01536,P003,2023-09-23,5,10.01,West,SHIPPED
O101963,C02626,P005,2023-05-08,5,50.54,North,SHIPPED
O101964,C02383,P002,2023-07-31,1,28.14,West,PLACED
O101965,C01442,P002,2023-09-20,2,30.87,West,PLACED
O101966,C02980,P004,2023-11-08,1,15.23,Central,SHIPPED
O101967,C01798,P003,2023-03-21,1,9.95,North,RETURNED
O101968,C00295,P005,2023-06-14,1,52.72,South,CANCELLED
O101969,C00755,P001,2023-09-09,2,20.99,East,PLACED
O101970,C01395,P005,2023-01-12,1,51.43,West,PLACED
O101971,C00186,P002,2023-10-31,1,26.39,Central,PLACED
O101972,C01270,P005,2023-07-31,1,53.5,North,PLACED
O101973,C00637,P002,2023-10-09,5,30.87,South,PLACED
O101974,C01292,P002,2023-04-22,1,29.27,North,PLACED
O101975,C00530,P002,2023-07-30,3,30.12,North,PLACED
O101976,C02069,P004,2023-08-27,1,15.69,North,PLACED
O101977,C02959,P003,2023-09-25,2,9.89,South,PLACED
O101978,C02915,P003,2023-10-25,1,10.12,East,SHIPPED
O101979,C00794,P004,2023-11-13,1,14.78,Central,PLACED
O101980,C02148,P004,2023-02-27,1,14.66,North,SHIPPED
O101981,C02800,P001,2023-02-03,1,18.57,South,PLACED
O101982,C00478,P003,2023-09-20,5,10.02,West,PLACED
O101983,C01623,P005,2023-12-31,3,52.29,West,PLACED
O101984,C00940,P002,2023-02-04,1,28.76,West,SHIPPED
O101985,C00526,P005,2023-09-28,1,51.92,Central,PLACED
O101986,C02382,P003,2023-08-15,1,9.65,East,PLACED
O101987,C00002,P002,2023-01-25,1,27.34,East,PLACED
O101988,C00375,P001,2023-08-22,1,21.81,East,PLACED
O101989,C02341,P001,2023-02-28,1,21.3,West,CANCELLED
O101990,C02885,P001,2023-09-08,1,19.77,South,PLACED
O101991,C00553,P005,2023-12-01,1,52.14,South,SHIPPED
O101992,C02366,P002,2023-03-27,1,27.93,South,SHIPPED
O101993,C01526,P002,2023-09-08,2,29.1,East,PLACED
O101994,C01852,P004,2023-06-29,1,15.31,Central,PLACED
O101995,C00381,P001,2023-07-26,3,20.3,North,PLACED
O101996,C01647,P004,2023-12-10,1,15.39,South,PLACED
O101997,C00014,P002,2023-05-29,1,28.49,Central,PLACED
O101998,C00504,P001,2023-03-12,1,19.75,South,PLACED
O101999,C02279,P003,2023-05-01,1,10.25,Central,SHIPPED
O102000,C02009,P003,2023-09-10,1,10.29,East,PLACED
O102001,C00130,P004,2023-04-03,1,14.68,West,PLACED
O102002,C00838,P003,2023-09-13,1,10.37,West,PLACED
O102003,C02939,P003,2023-09-11,2,10.07,South,PLACED
O102004,C02041,P004,2023-12-18,1,14.34,East,PLACED
O102005,C00028,P005,2023-10-15,1,50.16,Central,PLACED
O102006,C02114,P004,2023-11-05,1,14.16,Central,SHIPPED
O102007,C01253,P001,2023-02-28,1,19.8,North,PLACED
O102008,C00261,P005,2023-03-10,1,45.54,East,PLACED
O102009,C02047,P005,2023-03-27,2,49.44,Central,SHIPPED
O102010,C01473,P005,2023-10-01,1,48.46,East,PLACED
O102011,C01448,P003,2023-08-15,2,10.2,North,SHIPPED
O102012,C00460,P004,2023-03-22,1,13.77,North,PLACED
O102013,C00301,P003,2023-04-24,1,10.64,East,CANCELLED
O102014,C02967,P003,2023-07-03,1,9.45,East,PLACED
O102015,C02335,P003,2023-10-07,1,9.53,East,RETURNED
O102016,C00630,P002,2023-11-18,2,30.37,South,PLACED
O102017,C00270,P005,2023-11-14,5,52.05,South,PLACED
O102018,C02640,P001,2023-02-23,3,19.24,Central,PLACED
O102019,C01994,P004,2023-07-16,1,15.86,East,PLACED
O102020,C01629,P002,2023-10-20,1,30.44,North,PLACED
O102021,C01802,P004,2023-10-20,1,15.33,East,PLACED
O102022,C02892,P003,2023-10-18,1,10.95,West,PLACED
O102023,C00862,P004,2023-06-29,1,15.01,West,PLACED
O102024,C01281,P001,2023-08-10,1,19.0,Central,PLACED
O102025,C02181,P005,2023-10-01,2,46.97,South,SHIPPED
O102026,C01800,P003,2023-09-01,1,9.95,South,PLACED
O102027,C01707,P005,2023-06-03,2,49.98,West,PLACED
O102028,C02561,P003,2023-10-31,1,9.81,Central,PLACED
O102029,C02361,P003,2023-09-30,1,10.08,South,PLACED
O102030,C00576,P005,2023-05-15,1,50.42,South,PLACED
O102031,C02934,P003,2023-11-09,1,9.62,North,SHIPPED
O102032,C02004,P004,2023-01-08,1,13.82,South,PLACED
O102033,C01308,P003,2023-05-08,1,10.79,Central,CANCELLED
O102034,C01957,P002,2023-02-25,1,29.81,East,PLACED
O102035,C02735,P001,2023-05-06,1,20.23,South,PLACED
O102036,C02021,P003,2023-06-08,1,9.7,South,PLACED
O102037,C02213,P003,2023-02-28,1,8.99,West,PLACED
O102038,C02353,P003,2023-02-27,1,9.61,East,PLACED
O102039,C01656,P003,2023-05-20,1,9.86,Central,PLACED
O102040,C01580,P003,2023-06-25,1,9.76,West,PLACED
O102041,C01848,P001,2023-04-18,1,20.85,West,PLACED
O102042,C02204,P001,2023-07-30,1,20.4,Central,SHIPPED
O102043,C01391,P005,2023-03-15,1,49.26,Central,PLACED
O102044,C01743,P001,2023-06-16,1,21.6,West,PLACED
O102045,C01926,P002,2023-12-23,3,29.86,Central,SHIPPED
O102046,C00620,P001,2023-10-31,1,19.01,West,PLACED
O102047,C01275,P005,2023-08-21,1,50.36,East,PLACED
O102048,C00957,P004,2023-11-23,1,15.6,North,PLACED
O102049,C01940,P002,2023-07-01,1,28.57,South,PLACED
O102050,C02382,P002,2023-05-02,1,26.37,East,PLACED
O102051,C00969,P004,2023-11-30,1,14.13,Central,RETURNED
O102052,C02559,P004,2023-07-22,1,15.21,South,PLACED
O102053,C01317,P003,2023-01-29,1,10.75,South,SHIPPED
O102054,C01044,P001,2023-07-21,1,18.68,West,PLACED
O102055,C00282,P003,2023-04-03,1,10.59,South,PLACED
O102056,C02845,P003,2023-11-25,1,10.46,North,PLACED
O102057,C02167,P001,2023-12-22,1,18.47,West,PLACED
O102058,C01059,P003,2023-06-25,1,9.69,South,PLACED
O102059,C00198,P002,2023-11-26,1,30.93,Central,SHIPPED
O102060,C02533,P002,2023-07-30,1,29.65,West,PLACED
O102061,C01083,P001,2023-07-03,2,21.47,South,PLACED
O102062,C02885,P005,2023-04-05,1,52.56,West,CANCELLED
O102063,C01185,P004,2023-09-30,1,14.92,West,SHIPPED
O102064,C01009,P004,2023-05-17,1,16.19,West,PLACED
O102065,C02739,P004,2023-08-25,2,15.66,North,CANCELLED
O102066,C01230,P001,2023-12-19,1,20.43,Central,PLACED
O102067,C01036,P002,2023-09-22,2,31.38,East,PLACED
O102068,C00490,P001,2023-05-15,1,21.02,East,PLACED
O102069,C00276,P005,2023-05-24,1,48.32,South,PLACED
O102070,C02741,P001,2023-01-19,1,20.37,North,CANCELLED
O102071,C02290,P002,2023-08-19,2,30.41,South,SHIPPED
O102072,C01240,P003,2023-05-14,1,10.31,East,PLACED
O102073,C01275,P002,2023-04-24,1,30.97,North,PLACED
O102074,C00126,P004,2023-05-19,3,15.17,Central,PLACED
O102075,C00217,P005,2023-05-05,1,50.25,East,RETURNED
O102076,C01209,P002,2023-07-23,1,32.35,North,SHIPPED
O102077,C01247,P001,2023-03-02,1,18.8,East,PLACED
O102078,C02543,P003,2023-09-07,1,9.03,West,SHIPPED
O102079,C02475,P005,2023-10-25,1,49.27,Central,SHIPPED
O102080,C00919,P005,2023-01-13,1,47.13,East,RETURNED
O102081,C01318,P004,2023-09-12,1,15.28,South,SHIPPED
O102082,C02199,P003,2023-03-26,1,10.31,West,PLACED
O102083,C02432,P003,2023-01-20,1,10.12,South,PLACED
O102084,C01662,P002,2023-02-19,1,32.01,West,PLACED
O102085,C00308,P001,2023-06-13,1,19.06,South,PLACED
O102086,C01360,P002,2023-04-02,1,32.15,South,SHIPPED
O102087,C01970,P002,2023-03-29,1,31.33,North,PLACED
O102088,C02794,P005,2023-03-10,1,47.85,Central,PLACED
O102089,C00892,P002,2023-02-06,3,32.5,North,PLACED
O102090,C00375,P003,2023-09-10,1,10.29,North,PLACED
O102091,C02034,P004,2023-09-09,5,14.37,East,SHIPPED
O102092,C01365,P005,2023-05-20,1,50.71,Central,PLACED
O102093,C00129,P001,2023-12-21,3,18.89,Central,PLACED
O102094,C01015,P001,2023-06-17,1,18.94,North,PLACED
O102095,C01800,P001,2023-02-23,1,20.25,North,PLACED
O102096,C02717,P001,2023-06-27,1,21.97,West,PLACED
O102097,C01382,P004,2023-10-24,1,15.16,West,PLACED
O102098,C00517,P001,2023-10-28,1,19.15,Central,PLACED
O102099,C01519,P003,2023-12-25,1,10.81,West,PLACED
O102100,C00086,P002,2023-04-16,1,29.94,South,SHIPPED
O102101,C01199,P001,2023-05-17,1,19.21,East,SHIPPED
O102102,C02359,P004,2023-07-09,1,14.88,North,PLACED
O102103,C01143,P005,2023-05-08,3,53.53,East,PLACED
O102104,C02475,P005,2023-12-08,1,49.86,Central,PLACED
O102105,C01994,P002,2023-02-16,3,30.07,West,PLACED
O102106,C02162,P001,2023-01-05,1,19.53,Central,PLACED
O102107,C00303,P005,2023-09-14,1,48.37,North,SHIPPED
O102108,C02792,P003,2023-10-27,1,9.86,North,PLACED
O102109,C00588,P001,2023-05-30,1,20.52,West,PLACED
O102110,C00987,P002,2023-10-21,1,28.68,Central,SHIPPED
O102111,C01864,P002,2023-08-31,3,29.0,East,PLACED
O102112,C00345,P005,2023-10-02,1,49.38,South,SHIPPED
O102113,C00814,P003,2023-07-27,1,10.32,West,PLACED
O102114,C01988,P003,2023-04-25,1,9.59,South,PLACED
O102115,C02849,P001,2023-07-14,1,20.98,Central,PLACED
O102116,C01311,P004,2023-12-09,2,16.08,South,PLACED
O102117,C02000,P004,2023-06-19,1,14.64,East,PLACED
O102118,C01678,P002,2023-03-23,1,26.14,North,SHIPPED
O102119,C01328,P001,2023-06-03,1,20.66,North,SHIPPED
O102120,C01093,P001,2023-05-21,1,20.86,Central,RETURNED
O102121,C02409,P004,2023-11-10,1,15.61,South,PLACED
O102122,C01010,P001,2023-05-26,1,20.11,Central,RETURNED
O102123,C00704,P001,2023-11-19,1,18.64,North,PLACED
O102124,C00575,P003,2023-05-02,1,9.47,South,PLACED
O102125,C01609,P004,2023-09-09,1,15.34,East,PLACED
O102126,C01113,P003,2023-12-09,1,9.29,West,PLACED
O102127,C00688,P001,2023-11-07,1,19.39,North,PLACED
O102128,C02829,P002,2023-03-30,1,30.17,North,PLACED
O102129,C02633,P003,2023-02-27,2,10.16,East,PLACED
O102130,C02637,P003,2023-03-04,1,10.55,West,SHIPPED
O102131,C00489,P001,2023-12-13,5,19.1,North,PLACED
O102132,C01348,P001,2023-11-04,2,20.09,North,CANCELLED
O102133,C00494,P002,2023-10-07,1,29.03,South,PLACED
O102134,C01668,P003,2023-03-13,1,9.48,East,PLACED
O102135,C01638,P004,2023-01-09,3,15.2,Central,PLACED
O102136,C00019,P003,2023-04-04,1,10.9,North,PLACED
O102137,C02445,P003,2023-12-05,1,9.14,East,RETURNED
O102138,C01001,P002,2023-12-02,1,29.73,North,PLACED
O102139,C00851,P004,2023-06-01,1,13.53,West,PLACED
O102140,C01389,P004,2023-12-22,5,15.66,East,PLACED
O102141,C01355,P004,2023-02-09,1,13.92,West,PLACED
O102142,C01368,P004,2023-12-25,1,14.02,South,SHIPPED
O102143,C00822,P001,2023-03-03,1,20.17,South,PLACED
O102144,C00455,P001,2023-09-11,3,20.43,South,PLACED
O102145,C01625,P001,2023-03-10,1,17.65,West,PLACED
O102146,C02773,P005,2023-09-02,1,52.37,West,SHIPPED
O102147,C00711,P005,2023-12-31,3,53.24,West,PLACED
O102148,C02191,P002,2023-06-19,1,31.33,Central,PLACED
O102149,C00917,P004,2023-06-27,1,15.06,East,PLACED
O102150,C02876,P005,2023-07-08,1,51.82,North,PLACED
O102151,C02653,P002,2023-09-17,1,29.38,West,PLACED
O102152,C01497,P004,2023-03-13,1,13.84,North,PLACED
O102153,C01441,P004,2023-01-17,1,16.98,West,PLACED
O102154,C00305,P001,2023-12-07,1,19.74,North,PLACED
O102155,C00736,P003,2023-02-26,1,10.0,East,PLACED
O102156,C02339,P001,2023-08-06,3,18.66,Central,PLACED
O102157,C01964,P005,2023-04-17,1,48.92,Central,PLACED
O102158,C02150,P002,2023-10-31,1,29.51,East,CANCELLED
O102159,C02010,P005,2023-06-22,1,50.54,Central,PLACED
O102160,C02915,P005,2023-08-07,1,51.31,North,PLACED
O102161,C02890,P004,2023-09-04,1,14.27,South,CANCELLED
O102162,C00962,P004,2023-08-06,1,13.37,East,PLACED
O102163,C02990,P004,2023-01-31,1,15.58,South,SHIPPED
O102164,C01027,P005,2023-02-16,1,41.27,Central,PLACED
O102165,C02133,P001,2023-05-14,1,18.74,North,PLACED
O102166,C02376,P002,2023-04-18,1,31.06,Central,SHIPPED
O102167,C02864,P004,2023-03-13,1,14.69,West,SHIPPED
O102168,C01474,P002,2023-11-23,1,29.51,North,SHIPPED
O102169,C02502,P004,2023-04-18,1,14.62,East,CANCELLED
O102170,C01948,P002,2023-11-05,1,31.16,East,PLACED
O102171,C02677,P003,2023-09-29,1,9.75,North,PLACED
O102172,C01178,P005,2023-06-20,1,53.04,South,SHIPPED
O102173,C00665,P005,2023-04-26,1,47.21,West,PLACED
O102174,C00012,P004,2023-11-25,1,14.14,South,CANCELLED
O102175,C01157,P001,2023-03-15,1,20.57,West,PLACED
O102176,C00304,P004,2023-09-13,3,15.31,Central,RETURNED
O102177,C01764,P004,2023-03-22,1,14.56,North,PLACED
O102178,C02831,P004,2023-09-25,1,15.53,West,PLACED
O102179,C00043,P003,2023-05-08,3,9.93,North,PLACED
O102180,C00944,P004,2023-11-22,1,15.1,North,PLACED
O102181,C02391,P001,2023-08-23,1,20.43,West,PLACED
O102182,C01350,P004,2023-02-10,2,15.55,North,PLACED
O102183,C02546,P005,2023-06-30,1,48.3,Central,PLACED
O102184,C02412,P001,2023-06-06,1,19.23,North,PLACED
O102185,C00891,P005,2023-02-28,1,53.36,Central,PLACED
O102186,C02475,P003,2023-12-11,1,10.51,Central,PLACED
O102187,C01005,P005,2023-09-06,1,49.5,South,RETURNED
O102188,C00021,P004,2023-07-11,1,14.79,East,PLACED
O102189,C00407,P003,2023-01-24,1,10.41,North,PLACED
O102190,C02667,P002,2023-03-21,1,30.12,West,SHIPPED
O102191,C01015,P003,2023-05-14,2,9.89,Central,PLACED
O102192,C00336,P005,2023-08-01,3,52.37,Central,SHIPPED
O102193,C01839,P004,2023-12-14,1,14.48,East,PLACED
O102194,C01148,P004,2023-06-15,1,14.86,North,PLACED
O102195,C02447,P001,2023-12-14,1,18.67,South,PLACED
O102196,C02841,P001,2023-12-03,1,17.96,East,PLACED
O102197,C01828,P003,2023-03-12,3,10.2,East,PLACED
O102198,C00715,P005,2023-08-02,1,55.28,Central,PLACED
O102199,C00051,P003,2023-03-06,1,9.73,North,PLACED
O102200,C00324,P001,2023-08-09,1,21.03,South,CANCELLED
O102201,C00789,P004,2023-11-04,3,14.06,South,PLACED
O102202,C00141,P004,2023-10-13,1,15.27,North,SHIPPED
O102203,C00470,P003,2023-07-04,1,10.17,Central,PLACED
O102204,C00787,P002,2023-07-26,5,30.1,South,RETURNED
O102205,C01826,P001,2023-04-09,1,20.53,West,PLACED
O102206,C01358,P002,2023-08-30,1,30.64,West,RETURNED
