order_id,customer_id,product_category,product_price,quantity,total_amount,payment_type,order_date,region
O001141,C01473,Home,48.29,2,96.58,Card,2024-03-09 17:00:00,North
O001142,C00204,Books,15.02,2,30.04,Card,2023-02-21 15:00:00,North
O001143,C00125,Electronics,361.05,1,361.05,Card,2024-11-18 12:00:00,East
O001144,C01770,Electronics,222.4,5,1112.0,Card,2024-04-24 05:00:00,North
O001145,C00042,Books,394.46,2,788.92,Card,2023-11-27 03:00:00,West
O001146,C01775,Electronics,462.12,3,1386.36,UPI,2023-03-24 06:00:00,West
O001147,C01994,Beauty,301.65,4,1206.6,Card,2023-10-24 03:00:00,East
O001148,C01906,Books,97.62,3,292.86,UPI,2023-01-26 08:00:00,East
O001149,C00110,Sports,392.19,2,784.38,UPI,2024-12-05 17:00:00,North
O001150,C00760,Beauty,478.13,2,956.26,Card,2023-10-31 06:00:00,East
O001151,C01686,Electronics,292.21,1,292.21,Card,2023-03-20 04:00:00,West
O001152,C01206,Clothing,342.59,3,1027.77,Wallet,2024-10-26 00:00:00,North
O001153,C00847,Home,172.05,1,172.05,UPI,2024-06-05 21:00:00,North
O001154,C00094,Clothing,193.86,3,581.58,Cash,2024-11-30 16:00:00,North
O001155,C01994,Beauty,368.65,5,1843.25,Card,2024-01-31 22:00:00,East
O001156,C01397,Electronics,464.25,5,2321.25,Cash,2024-08-18 11:00:00,North
O001157,C01935,Sports,316.35,3,949.05,Card,2023-01-10 01:00:00,South
O001158,C01543,Sports,395.97,1,395.97,Card,2024-10-11 05:00:00,East
O001159,C00899,Home,89.96,5,449.8,Card,2024-09-03 16:00:00,North
O001160,C00359,Clothing,109.92,2,219.84,Card,2023-06-25 08:00:00,East
O001161,C00899,Clothing,268.36,4,1073.44,UPI,2023-11-14 11:00:00,North
O001162,C01719,Books,92.39,1,92.39,Card,2024-08-29 10:00:00,North
O001163,C00280,Electronics,319.32,3,957.96,Wallet,2023-08-05 05:00:00,North
O001164,C01218,Books,149.37,4,597.48,UPI,2024-01-20 00:00:00,East
O001165,C01887,Sports,396.81,4,1587.24,Cash,2023-09-18 02:00:00,West
O001166,C01218,Home,405.01,2,810.02,Card,2024-03-27 14:00:00,North
O001167,C00666,Home,234.57,1,234.57,UPI,2024-08-02 07:00:00,North
O001168,C00092,Electronics,94.5,4,378.0,Card,2024-11-26 18:00:00,West
O001169,C00671,Sports,325.15,1,325.15,UPI,2023-01-10 09:00:00,East
O001170,C01969,Books,496.43,2,992.86,UPI,2023-12-28 06:00:00,North
O001171,C00060,Clothing,313.18,3,939.54,Card,2024-02-17 19:00:00,East
O001172,C00633,Beauty,22.71,4,90.84,Card,2023-09-24 02:00:00,West
O001173,C01074,Sports,13.56,4,54.24,UPI,2023-12-11 23:00:00,North
O001174,C01426,Electronics,163.58,4,654.32,UPI,2023-07-31 14:00:00,North
O001175,C01812,Clothing,101.91,1,101.91,Card,2024-12-03 15:00:00,North
O001176,C01028,Beauty,407.46,4,1629.84,Card,2024-11-26 12:00:00,East
O001177,C01489,Clothing,423.18,1,423.18,Card,2023-10-11 06:00:00,North
O001178,C00603,Books,133.02,5,665.1,UPI,2024-12-06 03:00:00,West
O001179,C00681,Books,166.19,5,830.95,Card,2024-07-28 03:00:00,East
O001180,C01852,Clothing,121.94,1,121.94,UPI,2024-11-17 09:00:00,East
O001181,C00533,Electronics,454.65,5,2273.25,UPI,2024-10-31 01:00:00,North
O001182,C01428,Home,253.81,2,507.62,UPI,2024-07-08 01:00:00,West
O001183,C00837,Clothing,329.79,2,659.58,Wallet,2023-01-23 20:00:00,South
O001184,C01536,Home,210.66,5,1053.3,Card,2023-01-01 01:00:00,South
O001185,C00644,Clothing,317.35,3,952.05,Card,2024-12-27 17:00:00,West
O001186,C00232,Sports,196.0,1,196.0,Card,2024-07-21 17:00:00,West
O001187,C00523,Home,173.14,5,865.7,Card,2024-03-12 01:00:00,South
O001188,C00345,Clothing,319.07,1,319.07,Card,2023-11-20 00:00:00,South
O001189,C01069,Clothing,297.58,5,1487.9,Wallet,2024-04-08 12:00:00,North
O001190,C00545,Clothing,150.3,2,300.6,Wallet,2023-08-23 10:00:00,West
O001191,C01968,Clothing,78.93,3,236.79,Card,2024-02-11 13:00:00,West
O001192,C01101,Sports,187.45,1,187.45,Card,2024-12-08 10:00:00,South
O001193,C01753,Books,210.52,3,631.56,Card,2023-10-03 22:00:00,East
O001194,C01836,Clothing,316.2,2,632.4,Wallet,2024-04-01 15:00:00,East
O001195,C01946,Sports,457.69,4,1830.76,Wallet,2024-09-02 10:00:00,North
O001196,C01096,Home,22.91,4,91.64,Card,2024-05-13 09:00:00,East
O001197,C00793,Clothing,125.61,1,125.61,UPI,2023-09-08 07:00:00,North
O001198,C00248,Clothing,100.89,2,201.78,Card,2024-08-23 10:00:00,East
O001199,C00046,Beauty,253.64,1,253.64,Card,2023-11-10 04:00:00,North
O001200,C01144,Home,217.7,1,217.7,Card,2023-10-12 09:00:00,East
O001201,C00213,Sports,365.87,1,365.87,UPI,2024-05-19 23:00:00,South
O001202,C00238,Home,125.0,3,375.0,Card,2023-09-28 02:00:00,North
O001203,C01079,Electronics,299.28,5,1496.4,Card,2024-11-15 20:00:00,North
O001204,C00349,Home,442.51,2,885.02,Card,2024-11-09 21:00:00,East
O001205,C00106,Sports,455.79,3,1367.37,Card,2024-11-24 08:00:00,North
O001206,C00830,Sports,479.6,5,2398.0,UPI,2023-11-20 03:00:00,East
O001207,C00047,Clothing,387.76,1,387.76,Card,2023-03-29 05:00:00,South
O001208,C01596,Electronics,453.46,4,1813.84,Wallet,2023-04-22 11:00:00,East
O001209,C00336,Electronics,121.09,3,363.27,Card,2023-03-27 08:00:00,South
O001210,C01049,Beauty,102.8,2,205.6,Card,2023-03-30 12:00:00,South
O001211,C00803,Clothing,8.21,2,16.42,Card,2023-10-19 00:00:00,North
O001212,C01280,Sports,354.89,5,1774.45,Card,2023-09-17 02:00:00,South
O001213,C00007,Electronics,469.05,3,1407.15,Card,2024-05-20 03:00:00,East
O001214,C00624,Electronics,97.53,1,97.53,Card,2024-09-24 11:00:00,East
O001215,C01890,Home,320.29,5,1601.45,Wallet,2023-05-01 18:00:00,North
O001216,C01276,Sports,374.5,2,749.0,UPI,2024-10-23 05:00:00,East
O001217,C01715,Sports,464.17,3,1392.51,Wallet,2024-10-29 19:00:00,North
O001218,C00718,Electronics,325.2,4,1300.8,Card,2024-07-28 15:00:00,North
O001219,C00302,Home,485.3,1,485.3,Card,2024-02-01 19:00:00,South
O001220,C00638,Electronics,175.61,2,351.22,Card,2023-09-01 04:00:00,North
O001221,C00055,Electronics,178.21,3,534.63,UPI,2024-09-14 06:00:00,East
O001222,C00725,Sports,273.79,4,1095.16,Cash,2024-06-21 11:00:00,West
O001223,C00525,Clothing,194.83,2,389.66,Wallet,2023-02-21 21:00:00,North
O001224,C00473,Electronics,5.71,4,22.84,Card,2023-04-09 13:00:00,East
O001225,C00027,Home,367.23,2,734.46,Card,2024-04-09 08:00:00,West
O001226,C00077,Home,377.1,5,1885.5,Card,2023-12-14 06:00:00,North
O001227,C01239,Books,374.75,5,1873.75,Card,2023-10-30 13:00:00,South
O001228,C01409,Clothing,175.79,5,878.95,Card,2024-10-25 13:00:00,North
O001229,C00364,Electronics,263.53,3,790.59,Card,2024-05-04 16:00:00,East
O001230,C00665,Clothing,183.19,5,915.95,Card,2023-10-10 12:00:00,East
O001231,C00525,Beauty,12.94,3,38.82,Card,2024-05-14 06:00:00,East
O001232,C00698,Sports,283.41,1,283.41,Card,2024-08-19 12:00:00,South
O001233,C01335,Home,66.26,5,331.3,UPI,2024-06-24 20:00:00,East
O001234,C00882,Electronics,44.62,3,133.86,Card,2024-12-16 10:00:00,North
O001235,C01030,Sports,378.97,2,757.94,Card,2023-09-20 17:00:00,West
O001236,C01026,Electronics,9.71,3,29.13,UPI,2023-01-20 09:00:00,North
O001237,C01646,Sports,479.71,3,1439.13,UPI,2024-03-22 07:00:00,North
O001238,C00918,Beauty,260.05,2,520.1,Card,2023-01-06 20:00:00,West
O001239,C00749,Beauty,491.59,3,1474.77,Wallet,2023-11-22 02:00:00,West
O001240,C00362,Sports,33.71,2,67.42,Card,2024-05-07 23:00:00,East
O001241,C01774,Sports,293.85,4,1175.4,Card,2023-03-24 23:00:00,North
O001242,C01531,Beauty,177.92,5,889.6,Card,2024-01-11 01:00:00,West
O001243,C01297,Home,422.52,1,422.52,Card,2023-05-01 01:00:00,East
O001244,C01529,Electronics,183.81,3,551.43,UPI,2024-12-12 22:00:00,East
O001245,C00805,Sports,133.94,2,267.88,Card,2023-03-28 17:00:00,West
O001246,C00738,Electronics,429.49,5,2147.45,Card,2024-03-14 12:00:00,North
O001247,C01906,Sports,190.45,3,571.35,Cash,2024-02-05 22:00:00,South
O001248,C01038,Sports,13.33,5,66.65,Card,2023-08-03 19:00:00,East
O001249,C01215,Sports,198.19,4,792.76,UPI,2024-04-29 21:00:00,South
O001250,C01654,Clothing,328.99,3,986.97,Card,2023-01-12 00:00:00,North
O001251,C00484,Electronics,130.91,2,261.82,Card,2024-01-12 20:00:00,North
O001252,C00027,Sports,218.83,4,875.32,Card,2024-09-11 14:00:00,East
O001253,C00713,Books,33.07,3,99.21,UPI,2024-08-23 04:00:00,North
O001254,C01062,Home,296.11,5,1480.55,UPI,2024-10-13 01:00:00,North
O001255,C01976,Clothing,379.37,4,1517.48,Card,2023-02-09 11:00:00,South
O001256,C01296,Beauty,209.59,2,419.18,Card,2024-05-11 00:00:00,North
O001257,C01254,Beauty,213.02,3,639.06,Cash,2023-06-07 13:00:00,North
O001258,C00085,Electronics,48.7,5,243.5,Wallet,2023-05-20 10:00:00,North
O001259,C01497,Electronics,104.96,5,524.8,UPI,2024-07-09 19:00:00,West
O001260,C00125,Home,81.56,4,326.24,Card,2024-08-12 19:00:00,North
O001261,C00811,Books,243.44,3,730.32,Wallet,2024-11-11 16:00:00,East
O001262,C00536,Beauty,266.98,5,1334.9,Card,2024-05-06 00:00:00,East
O001263,C00144,Books,474.73,4,1898.92,UPI,2023-10-14 15:00:00,East
O001264,C01548,Home,41.25,1,41.25,Card,2023-07-08 23:00:00,North
O001265,C01235,Sports,301.93,5,1509.65,UPI,2024-08-10 06:00:00,West
O001266,C00024,Electronics,265.62,4,1062.48,Card,2023-04-14 05:00:00,South
O001267,C01603,Electronics,260.54,1,260.54,UPI,2024-11-29 12:00:00,North
O001268,C01417,Sports,437.21,4,1748.84,UPI,2024-02-09 23:00:00,South
O001269,C00066,Home,106.74,5,533.7,Wallet,2024-08-01 11:00:00,North
O001270,C00232,Sports,25.18,1,25.18,UPI,2023-04-20 05:00:00,South
O001271,C00108,Home,337.77,4,1351.08,Wallet,2023-05-30 05:00:00,South
O001272,C01169,Clothing,175.85,3,527.55,Wallet,2023-08-24 22:00:00,South
O001273,C00110,Sports,13.71,1,13.71,Card,2023-04-02 21:00:00,East
O001274,C00227,Electronics,129.43,4,517.72,Card,2024-04-21 00:00:00,West
O001275,C00110,Clothing,158.12,3,474.36,UPI,2023-05-24 07:00:00,South
O001276,C01493,Home,310.33,1,310.33,Wallet,2023-02-27 14:00:00,South
O001277,C00033,Home,90.43,4,361.72,Card,2024-06-18 21:00:00,East
O001278,C00622,Beauty,209.46,5,1047.3,UPI,2023-08-19 02:00:00,South
O001279,C01799,Clothing,243.83,1,243.83,Card,2023-10-11 00:00:00,South
O001280,C01959,Sports,232.32,1,232.32,Card,2023-01-06 13:00:00,West
O001281,C01392,Clothing,487.1,3,1461.3,UPI,2023-07-19 20:00:00,West
O001282,C00747,Clothing,27.52,4,110.08,UPI,2024-05-25 00:00:00,East
O001283,C00594,Books,475.73,5,2378.65,UPI,2023-08-30 12:00:00,North
O001284,C01577,Home,293.06,3,879.18,Wallet,2024-01-30 11:00:00,South
O001285,C00424,Books,398.89,1,398.89,Card,2024-06-04 13:00:00,South
O001286,C00612,Electronics,218.04,3,654.12,Card,2023-12-29 11:00:00,South
O001287,C01541,Books,229.65,3,688.95,Wallet,2023-01-23 01:00:00,North
O001288,C00691,Electronics,440.27,3,1320.81,UPI,2023-04-04 06:00:00,South
O001289,C01305,Books,448.49,1,448.49,Card,2023-01-17 21:00:00,South
O001290,C01343,Clothing,123.15,2,246.3,UPI,2023-06-24 07:00:00,North
O001291,C01761,Clothing,103.62,3,310.86,Wallet,2023-07-15 22:00:00,West
O001292,C01466,Sports,250.64,2,501.28,UPI,2023-08-20 08:00:00,West
O001293,C01975,Beauty,450.64,5,2253.2,UPI,2023-07-02 01:00:00,East
O001294,C00314,Electronics,164.57,5,822.85,Card,2023-12-10 20:00:00,South
O001295,C00876,Clothing,327.75,5,1638.75,Card,2023-12-11 17:00:00,South
O001296,C01989,Books,355.54,4,1422.16,Wallet,2024-07-11 21:00:00,East
O001297,C01764,Clothing,390.44,1,390.44,UPI,2023-06-07 11:00:00,East
O001298,C01400,Electronics,284.14,2,568.28,Card,2023-06-15 14:00:00,East
O001299,C01312,Clothing,204.22,4,816.88,UPI,2024-09-26 03:00:00,North
O001300,C01460,Clothing,483.67,2,967.34,UPI,2024-03-30 15:00:00,East
O001301,C00661,Beauty,307.61,1,307.61,Card,2023-05-10 14:00:00,West
O001302,C00276,Home,365.64,3,1096.92,UPI,2024-08-01 20:00:00,North
O001303,C01733,Sports,175.77,4,703.08,Card,2023-02-12 13:00:00,South
O001304,C01605,Beauty,336.62,1,336.62,Card,2024-03-19 03:00:00,South
O001305,C01526,Sports,132.61,4,530.44,UPI,2024-04-25 22:00:00,East
O001306,C00623,Electronics,126.32,5,631.6,Card,2023-05-06 06:00:00,North
O001307,C00515,Clothing,358.79,4,1435.16,Card,2023-09-27 21:00:00,West
O001308,C01373,Clothing,263.09,3,789.27,Wallet,2023-02-20 15:00:00,North
O001309,C00842,Electronics,343.22,3,1029.66,UPI,2024-11-27 00:00:00,West
O001310,C01469,Beauty,138.37,2,276.74,Card,2024-06-10 05:00:00,North
O001311,C01853,Home,301.37,4,1205.48,Card,2024-12-27 11:00:00,North
O001312,C00349,Clothing,224.75,5,1123.75,Card,2023-05-22 01:00:00,West
O001313,C01630,Sports,300.5,3,901.5,UPI,2023-05-13 13:00:00,West
O001314,C01687,Home,148.99,2,297.98,Card,2023-07-17 00:00:00,West
O001315,C00822,Beauty,359.15,5,1795.75,Card,2024-09-09 20:00:00,North
O001316,C01160,Books,403.94,5,2019.7,Card,2024-05-08 07:00:00,South
O001317,C00758,Sports,133.66,5,668.3,Card,2023-03-06 02:00:00,North
O001318,C00898,Home,153.81,1,153.81,Card,2023-09-25 05:00:00,North
O001319,C00242,Sports,332.27,3,996.81,Card,2024-07-07 14:00:00,North
O001320,C00542,Sports,349.31,1,349.31,Cash,2023-09-19 14:00:00,North
O001321,C01063,Electronics,353.53,1,353.53,Cash,2024-03-23 23:00:00,West
O001322,C00228,Electronics,342.94,3,1028.82,Card,2023-04-13 00:00:00,North
O001323,C00547,Sports,199.44,4,797.76,UPI,2023-03-05 06:00:00,East
O001324,C00919,Clothing,200.45,2,400.9,UPI,2023-08-05 18:00:00,East
O001325,C01246,Electronics,131.13,3,393.39,Card,2023-02-25 11:00:00,North
O001326,C00005,Home,82.63,2,165.26,Card,2024-03-28 12:00:00,West
O001327,C01345,Electronics,347.83,4,1391.32,Card,2024-01-21 01:00:00,South
O001328,C00467,Sports,51.13,3,153.39,UPI,2023-04-03 06:00:00,West
O001329,C01755,Sports,469.21,5,2346.05,UPI,2024-01-05 20:00:00,West
O001330,C00074,Beauty,414.21,3,1242.63,Cash,2024-12-02 20:00:00,West
O001331,C00003,Sports,429.47,4,1717.88,UPI,2024-10-08 06:00:00,East
O001332,C01870,Electronics,453.8,1,453.8,Wallet,2024-01-21 15:00:00,North
O001333,C00645,Sports,207.26,3,621.78,Wallet,2024-06-29 07:00:00,North
O001334,C00117,Books,424.12,5,2120.6,Wallet,2023-06-14 04:00:00,East
O001335,C00880,Beauty,83.24,3,249.72,Card,2023-06-02 16:00:00,South
O001336,C01629,Clothing,15.71,1,15.71,Card,2024-07-22 19:00:00,West
O001337,C00503,Clothing,393.52,3,1180.56,UPI,2023-12-15 06:00:00,East
O001338,C00946,Beauty,42.02,5,210.1,UPI,2023-09-22 05:00:00,North
O001339,C00573,Electronics,494.32,4,1977.28,Card,2023-10-02 07:00:00,North
O001340,C01464,Home,339.02,5,1695.1,Wallet,2023-01-24 06:00:00,North
O001341,C00193,Clothing,377.96,4,1511.84,Cash,2023-07-12 01:00:00,East
O001342,C00846,Electronics,126.67,5,633.35,UPI,2023-08-09 21:00:00,North
O001343,C00714,Clothing,338.56,2,677.12,Card,2024-09-24 23:00:00,East
O001344,C01415,Clothing,26.39,3,79.17,Wallet,2023-04-13 13:00:00,East
O001345,C01049,Home,419.72,3,1259.16,Card,2023-04-16 18:00:00,North
O001346,C01458,Beauty,88.96,1,88.96,Card,2023-05-30 14:00:00,East
O001347,C00172,Clothing,350.19,2,700.38,Wallet,2024-10-31 22:00:00,East
O001348,C01323,Books,116.12,1,116.12,UPI,2024-08-01 08:00:00,South
O001349,C01668,Electronics,38.88,3,116.64,Card,2024-03-13 02:00:00,West
O001350,C00325,Sports,243.34,1,243.34,Wallet,2023-03-15 04:00:00,North
O001351,C01433,Electronics,88.8,4,355.2,Card,2023-10-15 08:00:00,South
O001352,C01141,Beauty,366.07,2,732.14,UPI,2023-12-07 12:00:00,West
O001353,C00835,Home,122.6,5,613.0,UPI,2023-03-23 04:00:00,South
O001354,C01810,Home,174.52,4,698.08,Card,2024-11-06 17:00:00,South
O001355,C00723,Books,285.88,5,1429.4,Card,2024-05-28 11:00:00,East
O001356,C00224,Home,146.06,1,146.06,Cash,2023-01-16 08:00:00,East
O001357,C00531,Beauty,192.1,3,576.3,Card,2024-11-09 02:00:00,North
O001358,C00112,Home,408.73,4,1634.92,Card,2023-02-09 22:00:00,South
O001359,C00139,Beauty,93.71,2,187.42,Card,2024-06-23 05:00:00,South
O001360,C00558,Sports,45.69,5,228.45,Card,2023-10-30 23:00:00,East
O001361,C00000,Electronics,167.54,4,670.16,Wallet,2023-06-30 15:00:00,East
O001362,C00089,Sports,215.07,3,645.21,Card,2023-04-11 15:00:00,East
O001363,C00653,Electronics,273.62,2,547.24,UPI,2023-11-07 18:00:00,East
O001364,C00319,Sports,189.35,2,378.7,Card,2024-08-26 12:00:00,North
O001365,C01573,Sports,396.01,5,1980.05,Wallet,2024-06-12 16:00:00,North
O001366,C01828,Home,24.46,4,97.84,UPI,2024-02-16 14:00:00,South
O001367,C01917,Electronics,218.72,4,874.88,Card,2023-09-04 12:00:00,North
O001368,C00138,Electronics,194.22,2,388.44,Cash,2023-09-05 22:00:00,East
O001369,C01534,Sports,325.55,1,325.55,Card,2024-02-07 21:00:00,East
O001370,C01891,Beauty,483.31,2,966.62,UPI,2023-06-30 00:00:00,North
O001371,C00844,Clothing,257.64,3,772.92,Cash,2023-03-26 15:00:00,West
O001372,C00258,Clothing,493.5,4,1974.0,UPI,2024-06-21 07:00:00,South
O001373,C01696,Home,154.61,5,773.05,UPI,2023-02-07 11:00:00,North
O001374,C00901,Home,20.28,4,81.12,Card,2023-09-09 22:00:00,North
O001375,C00689,Clothing,87.0,2,174.0,Card,2023-10-22 05:00:00,South
O001376,C00009,Clothing,200.59,3,601.77,Card,2024-11-30 18:00:00,South
O001377,C00260,Electronics,161.59,1,161.59,Cash,2024-08-23 20:00:00,West
O001378,C01942,Beauty,53.04,4,212.16,Cash,2024-12-03 17:00:00,South
O001379,C01673,Electronics,219.17,2,438.34,Card,2023-11-09 22:00:00,West
O001380,C00171,Clothing,172.37,2,344.74,Card,2023-12-07 11:00:00,North
O001381,C00897,Electronics,65.7,2,131.4,Card,2023-01-12 07:00:00,East
O001382,C00012,Electronics,151.58,3,454.74,Card,2024-03-02 21:00:00,West
O001383,C01191,Home,443.79,2,887.58,Card,2023-05-28 07:00:00,North
O001384,C01665,Electronics,154.51,2,309.02,UPI,2024-08-20 21:00:00,North
O001385,C01619,Electronics,358.41,2,716.82,Wallet,2023-05-09 02:00:00,South
O001386,C00320,Sports,307.96,4,1231.84,UPI,2024-02-19 16:00:00,West
O001387,C01342,Electronics,216.45,2,432.9,UPI,2023-12-07 19:00:00,East
O001388,C01636,Electronics,123.32,3,369.96,UPI,2024-06-16 06:00:00,East
O001389,C00328,Books,187.66,4,750.64,UPI,2024-12-16 20:00:00,East
O001390,C00784,Home,298.09,2,596.18,Card,2023-12-07 06:00:00,North
O001391,C00776,Beauty,178.62,1,178.62,Card,2023-11-11 19:00:00,South
O001392,C01994,Books,111.37,3,334.11,Card,2023-02-09 00:00:00,North
O001393,C00910,Home,62.65,1,62.65,UPI,2024-03-08 03:00:00,South
O001394,C01943,Electronics,440.48,3,1321.44,Cash,2024-06-17 01:00:00,West
O001395,C01573,Home,222.95,1,222.95,UPI,2023-09-12 01:00:00,East
O001396,C01442,Books,314.48,2,628.96,Cash,2024-03-29 00:00:00,West
O001397,C01629,Home,247.75,1,247.75,Card,2024-08-30 03:00:00,North
O001398,C01118,Sports,436.92,1,436.92,UPI,2023-01-01 22:00:00,South
O001399,C01840,Electronics,275.73,3,827.19,Wallet,2024-06-21 13:00:00,West
O001400,C01604,Books,242.99,2,485.98,UPI,2023-05-14 11:00:00,North
O001401,C00317,Home,462.68,3,1388.04,Cash,2024-12-02 11:00:00,North
O001402,C01979,Beauty,361.25,2,722.5,UPI,2023-01-12 09:00:00,South
O001403,C00235,Electronics,60.22,5,301.1,Card,2024-12-26 08:00:00,South
O001404,C01969,Electronics,92.96,4,371.84,Card,2024-03-30 04:00:00,West
O001405,C00333,Electronics,394.63,4,1578.52,UPI,2023-12-20 16:00:00,South
O001406,C01908,Home,418.75,3,1256.25,Cash,2023-11-24 08:00:00,West
O001407,C00375,Electronics,274.87,2,549.74,Card,2024-07-12 12:00:00,West
O001408,C01482,Electronics,279.46,1,279.46,UPI,2024-01-16 08:00:00,North
O001409,C01160,Beauty,317.81,4,1271.24,UPI,2023-01-24 18:00:00,East
O001410,C01953,Electronics,222.36,3,667.08,Card,2024-09-26 19:00:00,North
O001411,C00587,Books,341.7,3,1025.1,Card,2023-10-07 10:00:00,North
O001412,C01570,Clothing,58.7,3,176.1,Card,2023-02-01 22:00:00,West
O001413,C00512,Books,480.83,2,961.66,Card,2023-03-09 18:00:00,North
O001414,C01319,Sports,376.33,3,1128.99,Card,2023-01-28 05:00:00,South
O001415,C01343,Beauty,317.43,5,1587.15,Card,2024-09-06 20:00:00,South
O001416,C00917,Beauty,161.58,1,161.58,Card,2024-05-28 05:00:00,North
O001417,C01595,Electronics,84.67,3,254.01,UPI,2023-09-01 02:00:00,South
O001418,C01855,Electronics,207.62,2,415.24,UPI,2023-08-23 08:00:00,South
O001419,C01372,Clothing,332.48,1,332.48,UPI,2023-09-09 18:00:00,South
O001420,C01863,Home,318.69,1,318.69,UPI,2023-04-30 21:00:00,West
O001421,C01802,Books,194.41,4,777.64,Cash,2023-07-11 22:00:00,South
O001422,C00872,Sports,308.58,3,925.74,Wallet,2024-10-02 02:00:00,North
O001423,C01252,Home,407.81,3,1223.43,Cash,2024-10-24 22:00:00,North
O001424,C00269,Electronics,18.01,2,36.02,Card,2023-08-13 18:00:00,East
O001425,C01851,Books,228.06,5,1140.3,Wallet,2024-04-29 08:00:00,East
O001426,C00797,Beauty,380.48,5,1902.4,UPI,2024-08-24 09:00:00,West
O001427,C01314,Clothing,275.34,4,1101.36,Card,2024-01-26 22:00:00,East
O001428,C00724,Sports,327.48,5,1637.4,Card,2024-06-07 01:00:00,North
O001429,C01188,Electronics,260.75,2,521.5,UPI,2023-10-26 03:00:00,North
O001430,C00004,Sports,495.98,4,1983.92,Card,2024-11-29 15:00:00,South
O001431,C00850,Sports,32.04,3,96.12,Card,2023-04-02 14:00:00,East
O001432,C01402,Electronics,248.07,5,1240.35,UPI,2023-08-12 15:00:00,North
O001433,C00077,Clothing,50.25,2,100.5,UPI,2024-12-07 10:00:00,East
O001434,C01433,Clothing,84.09,2,168.18,Cash,2023-06-05 11:00:00,West
O001435,C00573,Sports,194.6,3,583.8,UPI,2023-09-27 18:00:00,East
O001436,C00131,Sports,81.99,2,163.98,UPI,2024-12-15 09:00:00,East
O001437,C00600,Electronics,482.03,4,1928.12,Card,2023-02-08 15:00:00,East
O001438,C01772,Home,473.66,4,1894.64,UPI,2023-03-16 22:00:00,North
O001439,C01065,Home,171.37,1,171.37,Card,2024-04-22 14:00:00,North
O001440,C00088,Clothing,321.68,3,965.04,Wallet,2024-04-18 11:00:00,North
O001441,C00401,Electronics,269.21,2,538.42,Card,2023-11-13 13:00:00,North
O001442,C00295,Home,408.72,5,2043.6,Card,2024-08-01 20:00:00,West
O001443,C01863,Beauty,315.59,4,1262.36,Card,2024-06-26 05:00:00,North
O001444,C01318,Electronics,5.12,3,15.36,Wallet,2024-06-02 19:00:00,East
O001445,C00615,Clothing,382.77,3,1148.31,Cash,2024-12-02 10:00:00,East
O001446,C01549,Electronics,374.69,4,1498.76,Card,2023-09-24 07:00:00,East
O001447,C00799,Sports,257.31,1,257.31,Card,2023-10-02 09:00:00,East
O001448,C01714,Electronics,451.94,3,1355.82,UPI,2023-06-11 21:00:00,South
O001449,C01660,Clothing,454.68,2,909.36,Wallet,2024-05-13 21:00:00,South
O001450,C00421,Home,264.34,5,1321.7,Card,2024-03-14 06:00:00,West
O001451,C01888,Sports,305.95,5,1529.75,Card,2024-06-16 07:00:00,North
O001452,C01046,Clothing,498.28,4,1993.12,Card,2024-06-05 07:00:00,North
O001453,C00574,Clothing,152.92,3,458.76,UPI,2024-12-24 16:00:00,South
O001454,C00142,Sports,165.69,5,828.45,Card,2024-05-31 04:00:00,South
O001455,C00992,Electronics,95.47,3,286.41,Card,2024-04-03 13:00:00,South
O001456,C00664,Electronics,448.45,4,1793.8,Card,2024-08-14 15:00:00,West
O001457,C00144,Books,373.52,1,373.52,UPI,2024-03-30 18:00:00,East
O001458,C01248,Electronics,57.29,5,286.45,Cash,2024-03-20 15:00:00,West
O001459,C01006,Home,490.97,2,981.94,Cash,2023-07-13 12:00:00,South
O001460,C00502,Beauty,366.83,4,1467.32,UPI,2024-02-10 07:00:00,North
O001461,C01985,Clothing,426.01,1,426.01,Wallet,2024-03-18 21:00:00,East
O001462,C01997,Clothing,28.83,2,57.66,Card,2023-09-22 18:00:00,West
O001463,C00820,Sports,254.96,2,509.92,UPI,2024-02-26 07:00:00,South
O001464,C01639,Books,350.81,5,1754.05,Card,2023-08-05 21:00:00,West
O001465,C00103,Beauty,273.76,3,821.28,UPI,2023-08-23 08:00:00,West
O001466,C01970,Home,334.99,4,1339.96,Cash,2024-06-27 18:00:00,South
O001467,C01062,Electronics,409.85,2,819.7,Wallet,2024-01-18 09:00:00,North
O001468,C01970,Home,190.3,5,951.5,UPI,2024-04-26 14:00:00,South
O001469,C00197,Clothing,425.09,1,425.09,UPI,2024-04-09 15:00:00,West
O001470,C01669,Sports,85.64,2,171.28,Cash,2023-11-20 19:00:00,North
O001471,C00578,Electronics,139.09,1,139.09,Card,2024-04-30 00:00:00,East
O001472,C00390,Electronics,26.46,4,105.84,UPI,2024-10-07 09:00:00,East
O001473,C01202,Home,185.39,5,926.95,Card,2024-05-21 17:00:00,North
O001474,C01991,Sports,193.06,1,193.06,Wallet,2024-09-14 07:00:00,East
O001475,C00553,Clothing,403.61,3,1210.83,Card,2023-09-02 21:00:00,South
O001476,C01471,Clothing,328.3,1,328.3,Card,2024-03-26 06:00:00,West
O001477,C01523,Books,221.18,1,221.18,UPI,2024-10-18 11:00:00,East
O001478,C01038,Home,327.8,5,1639.0,Card,2023-06-19 03:00:00,West
O001479,C01646,Clothing,31.13,5,155.65,Card,2024-01-11 19:00:00,North
